ZincID,Smiles,S
ZINC000426486544,O=C([O-])C=1C(=O)C(C(=O)NCCCOC)=CN(C(C)C)C=1,-7.398
ZINC000534577302,Clc1c(C)n(C)nc1C(=O)NC(CC(=O)[O-])CCCC,-7.397
ZINC000067739849,O=C([O-])c1nn(CC)c2c1CC([NH2+]CCN1C(=O)OCC1)CC2,-7.396
ZINC000215739350,O=C(CCN1C(=O)NC(=O)C=C1)N1C(C(=O)[O-])Cc2c(cccc2)C1,-7.396
ZINC000314525680,O=[N+]([O-])c1ccc(CN(CC(=O)[O-])C2CS(=O)(=O)CC2)cc1,-7.395
ZINC000049466661,O=C([O-])C1C(N(CCc2ccccc2)C(=O)C1)c1ccc(OC)cc1,-7.395
ZINC000237543175,O=C([O-])CCC1CN(C(=O)COc2c(C)cccc2)CCC1,-7.395
ZINC000077505000,O=C([O-])c1c(O)ccc(C[NH+]2C(CCn3cncc3)CCCC2)c1,-7.395
ZINC000085397405,O=C([O-])Cc1c(-c2cc(C)c(OC)cc2)nc(NC(=O)CCC)s1,-7.394
ZINC000262596406,O=C(Nc1c(OC(C)C)ccc(C(=O)[O-])c1)CN1C(=O)CCCCC1,-7.393
ZINC000095503704,Fc1ccc(C(NC(=O)c2n(C)nc(CC(C)C)c2)C(=O)[O-])cc1,-7.393
ZINC001772711133,Fc1c(N(C)C)nc(N2Cc3c(C(=O)[O-])nn(C)c3CC2)nc1,-7.392
ZINC000078984755,Clc1ccc(C2C(C(=O)N=S(=O)([O-])N(CC)CC)C2)cc1,-7.391
ZINC000071980161,O=C(CCc1ccccc1)N1C2(OCC1C(=O)[O-])CC[NH+](CC)CC2,-7.391
ZINC000006330498,S(C(C(=O)[O-])=Cc1c(C)cc(N2CCCC2)cc1)c1[nH]c(C)nn1,-7.391
ZINC000004776062,O=[N+]([O-])c1c(C=Cc2c(OCC(=O)[O-])c(OC)ccc2)onc1C,-7.390
ZINC000020572480,O=C([O-])C(NC=C1C(=O)NC(=O)NC1=O)Cc1c2c([nH]c1)cccc2,-7.390
ZINC000049466653,O=C([O-])C1C(N(CCc2ccccc2)C(=O)C1)c1ccc(OC)cc1,-7.389
ZINC000426536204,O=C([O-])CN1C(=O)C(C)N(C(=O)CCN2C(=O)CCC2)CC1,-7.388
ZINC000071288918,O=C([O-])C1C(C)(C)C1C(=O)N1CCN(c2c(C#N)cccn2)CC1,-7.387
ZINC001506406920,O=C([O-])C([NH+](Cc1n(C(C)C)cnn1)C)c1cc(C)c(OC)c(C)c1,-7.386
ZINC000097675222,O=C([O-])C1C[NH+](Cc2c(C)[nH]nc2C)CCN(CC[NH+]2CCCC2)C1,-7.386
ZINC000016901144,Fc1c(NC2C(=O)N(c3c(C)ccc(C(=O)[O-])c3)C(=O)C2)cccc1,-7.386
ZINC000055413707,O=C([O-])C=1C(=O)C(Oc2ccccc2)=CN(CC2[NH+](CC)CCC2)C=1,-7.386
ZINC000262934975,O=C([O-])C(NC(=O)c1c(C)n(C(C)C)nc1)c1cc2c(OCC2)cc1,-7.385
ZINC000097634989,O=C(N(C)C)N1CC(C(=O)[O-])CN(c2nc(C(=O)NC)ccc2)CC1,-7.384
ZINC000039959764,O=C(OC(C)(C)C)NCC(C(=O)[O-])Cc1cc(OC)c(OC)cc1,-7.384
ZINC000000042266,Clc1ccc(C(=O)CC(Nc2cc([N+](=O)[O-])ccc2)C(=O)[O-])cc1,-7.384
ZINC000097594860,O=C([O-])C1C[NH+](C2Cc3c(cccc3)C2)CCN(c2ncccn2)C1,-7.384
ZINC000077420602,O=C([O-])c1nn(CCC)c2c1CC([NH+](CCn1c(C)[nH+]cc1)C)CC2,-7.384
ZINC001549184295,O=C([O-])C(NC(=O)CCCCCCCCCCCC(=O)[O-])C(O)C,-7.384
ZINC000952876185,O=C([O-])C(NC(=O)CCC1(CCC#C)N=N1)C1CCCCC1,-7.383
ZINC000004240320,O=C(OC(C)(C)C)NC(C(OCc1ccccc1)C)CC(=O)[O-],-7.382
ZINC000072447945,O=C([O-])C1N(C(=O)C2CC2)CC2(C1)CC[NH+](Cc1[nH]ccn1)CC2,-7.382
ZINC000072129163,S(=O)(=O)(NC(C)C)c1cc(C(=O)[O-])cc(-c2ccc(C[NH3+])cc2)c1,-7.382
ZINC000223020855,O=C([O-])C(NC(=O)C[NH+]1CCCCCC1)c1cc(C)ccc1,-7.382
ZINC000106590692,Fc1ccc(NC(=O)CC(C(=O)[O-])CN2CC[NH+](C)CCC2)cc1,-7.382
ZINC000096135764,O=C([O-])C(C)(C)c1c(N2CCOCC2)nc(NC2C[NH+](C)CC2)nc1,-7.381
ZINC000095836232,O=C(OCc1ccccc1)NC(C)(C)C1=NC(C(=O)[O-])C(=O)C(=O)N1,-7.381
ZINC000223109078,O=C([O-])CC(CC(=O)NCCCn1c(C)cc(C)n1)c1sccc1,-7.380
ZINC000072334053,O=[N+]([O-])c1ccc(NC(=O)C(NCc2ccccc2)CC(=O)[O-])cc1,-7.380
ZINC000091988183,O=C(CCc1c(C)c(C)[nH]n1)N1CC(C(=O)[O-])(CC2CC2)CCC1,-7.379
ZINC000095970686,O=C([O-])C(CNC(=O)CCC1OCCC1)Cc1ccc(C)cc1,-7.379
ZINC000100967422,O=C([O-])C=1C2=NN(c3ccccc3)C(=O)C2=CN(CC2OCCC2)C=1,-7.379
ZINC000585285706,O=C([O-])CC1C(Oc2cnccc2)CC[NH+](Cc2nc[nH]c2)C1,-7.378
ZINC000071257468,O(C(C)(C)C)C(=O)N1CCC2(c3c(OC(C(=O)[O-])C2)cccc3)CC1,-7.378
ZINC000269117200,O=C([O-])C(NC(=O)CN1C(=O)C(C)(C2CC2)NC1=O)c1ccccc1,-7.378
ZINC000034926459,O=C([O-])CN(CC(=O)NCC1OCCC1)c1ccc(OC)cc1,-7.377
ZINC000097941832,O=C([O-])C1C(C(=O)NCCCCCCCCCC)C2OC1C=C2,-7.377
ZINC000000418752,O=C(Nc1c(C)cccc1)C(Cc1ccc(OC)cc1)c1nnn[n-]1,-7.377
ZINC000263026095,Fc1c(OC)ccc(C(NC(=O)c2c(C)n(CC)c(C)c2)C(=O)[O-])c1,-7.377
ZINC000237838451,O=C(CCOc1cc(C)cc(C)c1)N1CC(C(=O)[O-])CCC1,-7.377
ZINC000016161437,O=C([O-])C(N=CCC(=O)c1ccc(CC)cc1)Cc1ccccc1,-7.377
ZINC000299791498,O=C([O-])CC1C(c2[nH]nnc2)C[NH+](Cc2n(CCOC)cnc2)C1,-7.376
ZINC000217551798,S(=O)(=O)(NCCCC)c1cc(C(=O)[O-])c(NCCCCC)cc1,-7.376
ZINC000647783784,O=C([O-])Cn1nc(NC(=O)c2cc(C)c(N3CCOCC3)cc2)nc1,-7.376
ZINC000097568927,O=C([O-])Cn1c(CCOc2ccccc2)nc(C2CCCC2)n1,-7.375
ZINC000253388891,O=C([O-])C1C(C(=O)N2CC(c3onc(CCC)n3)CCC2)CC=CC1,-7.375
ZINC000030834297,O=C([O-])C(NC(=O)c1ccccc1)c1cc2N(C)C(=O)N(C)c2cc1,-7.375
ZINC000065240419,S(=O)(=O)(N1Cc2c(cccc2)CC1)c1c(C(=O)[O-])cn(CCC)n1,-7.375
ZINC000002230662,O=C(OCc1ccccc1)C(NCc1occc1)CC(=O)[O-],-7.374
ZINC000020158062,O=C([O-])COc1c(-c2oc3c(n2)cccc3)ccc(NC(=O)CC)c1,-7.374
ZINC000000109781,O=C([O-])CC(NC(=O)c1cc(C)ccc1)c1cc(OC)c(OC)cc1,-7.374
ZINC000261649145,O=C([O-])CC(NC(=O)CN1S(=O)(=O)CCC1)c1ccccc1,-7.374
ZINC000299782141,O=C(CN1C(=O)N(C)CC1)N1CC(c2cc(C(=O)[O-])ccc2)CCC1,-7.373
ZINC000007603782,S(C(C(=O)[O-])=Cc1cc(OC)c(OCC#C)cc1)c1oc(C)nn1,-7.373
ZINC000007342270,S(C(C(=O)[O-])=Cc1cc(OC)c(C)cc1)c1[nH]c(CCC)nn1,-7.372
ZINC000071284410,O=C(NC1CC1)COc1ccc(NC(=O)C2C(C)(C)C2C(=O)[O-])cc1,-7.372
ZINC000237960811,O=C([O-])CCC1CN(C(=O)Cn2nc(-c3ccccc3)nn2)CCC1,-7.372
ZINC000426423362,O=C(Cc1ccc(-n2c(C)nnn2)cc1)N1C(C(=O)[O-])CCCC1,-7.372
ZINC000223100601,O=C([O-])CC(CC(=O)NCCCn1cncc1)c1ccc(OC)cc1,-7.372
ZINC000097730267,O=C([O-])Cn1c(-c2nc3n(c2)C=CC=C3)nc(C2COCC2)n1,-7.371
ZINC000096162827,O=C(N1C(C(=O)[O-])Cc2[nH]cnc2C1)c1n(CC)nc(CC(C)C)c1,-7.370
ZINC000217460390,S(=O)(=O)(NCCCO)c1c(NCCCC)ccc(C(=O)[O-])c1,-7.370
ZINC000257233998,O=C([O-])c1c(-c2cnc(CNC(=O)c3nn(C)cc3)cc2)cccc1,-7.369
ZINC000034926552,O=C([O-])CN(CC(=O)N1CCOCC1)c1ccc(OC)cc1,-7.369
ZINC000067561970,O=C([O-])c1nn(CC2CC2)c2c1CN(C(=O)c1nc(O)ccc1)CC2,-7.369
ZINC000049550246,O=C(NCCn1nc(C)cc1)C(=O)Nc1c(C)ccc(C(=O)[O-])c1,-7.369
ZINC000262857753,O=C([O-])C(NC(=O)c1c(C)ncs1)CC1c2c(cccc2)CCC1,-7.368
ZINC000263020732,O=C([O-])C(NC(=O)C1=NN(C)C(=O)CC1)c1c(C)c(C)ccc1,-7.368
ZINC000256049176,Fc1c(-n2nc(N(CC)Cc3ccccc3)c(C(=O)[O-])n2)cccc1,-7.368
ZINC000007603373,S(C(C(=O)[O-])=Cc1c(OC)c(OC)ccc1)c1oc(CC)nn1,-7.368
ZINC000097609966,O=C(N1CC(C(=O)[O-])CN(c2nc(NC)ccn2)CC1)c1cocc1,-7.368
ZINC000217651852,S(=O)(=O)(NCCC(C)C)c1cc(C(=O)[O-])c(NCC(C)C)cc1,-7.368
ZINC000010314914,S(=O)([O-])(=Nc1cc(C(=O)NCCCC)ccc1)c1ccc(C)cc1,-7.368
ZINC000263252993,O=C([O-])COc1cc(C)c(NC(=O)CC2OCCCC2)cc1,-7.368
ZINC000004952672,O=[N+]([O-])c1ccc(NC(=O)CC(C(=O)[O-])C(C)c2ccccc2)cc1,-7.367
ZINC000097730266,O=C([O-])Cn1c(-c2nc3n(c2)C=CC=C3)nc(C2COCC2)n1,-7.367
ZINC000299779800,O=C(Nc1cc(C(=O)[O-])c2n(C)c(-c3ccncc3)nc2c1)COC,-7.367
ZINC000004544918,O=C([O-])C(NC(=O)C(NC(=O)C[NH3+])CC(C)C)Cc1ccccc1,-7.367
ZINC000005165215,O=C(NC(CCCN1C(=O)c2c(C1=O)cccc2)c1nnn[n-]1)C,-7.367
ZINC000097334321,S(Cc1n(CC(=O)[O-])nc(C2CCCC2)n1)c1[nH]c(CC)nn1,-7.367
ZINC000069626526,O=C([O-])C1C(N(CC2CC2)C(=O)C1)c1cnc(N2CCOCC2)nc1,-7.367
ZINC000299748797,O=C([O-])CCN(C(=O)C1CC(C)CCC1)CC1OCCC1,-7.367
ZINC000213396784,S(C(C(=O)[O-])=Cc1ccc(N(CC)CC)cc1)c1[nH]c(CC)nn1,-7.366
ZINC000013684054,O=C([O-])CCCCCNC(=O)N1CCC(Cc2ccccc2)CC1,-7.366
ZINC000256046493,O=C([O-])c1c(N2CC[NH+](CCO)CC2)nn(-c2c(C)c(C)ccc2)n1,-7.365
ZINC000091519430,O=C(N1CC(C(=O)[O-])C(CCC)C1)c1cc(-c2[nH]ccn2)ccc1,-7.364
ZINC000004511292,O=C(NCCCN1C(=O)CC(C(=O)[O-])C1)C(=O)Nc1ccc(C)cc1,-7.364
ZINC000082138166,O=C([O-])C(NC(=O)c1c(C)oc(C)c1)Cc1c2c([nH]c1)cccc2,-7.364
ZINC000097360053,O=C(Cc1nnn[n-]1)N1CC(O)CN(Cc2onc(C3CC3)n2)CC1,-7.364
ZINC000237053325,Fc1cc2[nH]cc(CC(NC(=O)C3CN(C)C(=O)C3)C(=O)[O-])c2cc1,-7.364
ZINC000096152178,O=C(CCn1c(C)c(C)c(C)n1)N1C(C(=O)[O-])Cc2[nH]cnc2C1,-7.364
ZINC000236881530,O=C([O-])CCN(C(=O)c1nn(C)c(C(C)C)c1)CC1OCCC1,-7.364
ZINC000004241474,O(C(C)(C)C)C(=O)N1C(C(=O)[O-])CC(Cc2ccc(C#N)cc2)C1,-7.363
ZINC000299787417,O=C([O-])CC1C(c2nnn(C)c2)CN(C(=O)CCCn2ncnc2)C1,-7.363
ZINC000095398110,O=C([O-])CC(NC(=O)c1ncc(C(=O)N)cc1)c1ccc(OC)cc1,-7.363
ZINC000011693950,O=C([O-])CN1C(=[N+]2CC(C)OC(C)C2)N=C2N(C)C(=O)[N-]C(=O)C12,-7.362
ZINC000299748239,O=C([O-])CCN(C(=O)c1c(OC)cc(OC)cc1)CC1OCCC1,-7.362
ZINC000097018863,O=C([O-])C(CNC(=O)c1[nH]ccc1)Cc1cc2c(cc1)cccc2,-7.362
ZINC000262093562,O=C([O-])C(NC(=O)C1OCCc2c1cccc2)c1ccc(OC)cc1,-7.361
ZINC000006520537,O=C(Nc1ccccc1)C(Cc1cc(OC)c(O)cc1)c1nnn[n-]1,-7.361
ZINC000067447062,O=C([O-])c1nn(CCC)c2c1CC(N1CC[NH+](CCC)CC1)CC2,-7.361
ZINC000011693963,O=C([O-])Cn1c(N2CC(C)CC(C)C2)nc2N(C)C(=O)N(C)C(=O)c12,-7.361
ZINC000008156826,O=C([O-])C(NC(=O)CCNC(=O)c1occc1)Cc1ccc(O)cc1,-7.361
ZINC000217822713,O=C([O-])C1CN(Cc2[nH]nnc2)CCN(c2[nH+]ccc(NC)n2)C1,-7.360
ZINC000096159914,O=C([O-])Cn1c(-c2nn(CC)cc2)nc(-c2c3c([nH]c2)cccc3)n1,-7.360
ZINC000170624250,ClC(=CCn1c(NCC(=O)[O-])nc2N(C)C(=O)N(C)C(=O)c12)C,-7.360
ZINC000263083677,O=C([O-])C(NC(=O)c1onc(C)c1)CC1c2c(cccc2)CCC1,-7.359
ZINC000299750775,O=C([O-])CCN(C(=O)c1cc(OC)c(OC)cc1)CC1OCCC1,-7.358
ZINC000256048683,O=C([O-])c1c(N2CC[NH+](CCO)CC2)nn(-c2cc(C)c(C)cc2)n1,-7.358
ZINC000071282142,O=C([O-])C(CC(=O)NCc1ccccc1)CN1CC[NH+](C)CCC1,-7.358
ZINC000067739847,O=C([O-])c1nn(CC)c2c1CC([NH2+]CCN1C(=O)OCC1)CC2,-7.357
ZINC000006699850,O=C(OC)c1ccc(NC(=O)C2C(C(=O)[O-])CC(C)=C(C)C2)cc1,-7.357
ZINC000001583605,O=C([O-])COc1c(C(C)c2ccc(OCC)cc2)cc2OCOc2c1,-7.357
ZINC000091519219,O=C([O-])C1C(c2c(OC)c(OC)ccc2)CN(c2nc(C)ncc2)C1,-7.357
ZINC000067696995,O=C([O-])c1c(O)ccc(C[NH+]2CCC(c3n[nH]c(C(C)C)c3)CC2)c1,-7.357
ZINC000262180587,O=C([O-])C(N(C(=O)Cn1ncc2c1cccc2)CCNC(=O)C)C,-7.357
ZINC000001564485,O=C([O-])C(NC(=O)C1N(C(=O)OCc2ccccc2)CCC1)C(C)C,-7.357
ZINC000005962339,O=C([O-])COc1c(C(C)c2ccc(OCC)cc2)cc2OCOc2c1,-7.357
ZINC000097018846,O=C([O-])C(CNC(=O)Cc1sccc1)Cc1ccc(C)cc1,-7.356
ZINC000097035376,O=C([O-])CC(NC(=O)c1c(C)n(CC)c(C)c1)c1sccc1,-7.356
ZINC000097757856,O=C([O-])c1cc(OCC2CCC2)cc(C(=O)NCc2nocc2)c1,-7.355
ZINC000630241471,O=C([O-])C(NC(=O)C1=NN(C)C(=O)C=C1)Cc1cc(OC)ccc1,-7.355
ZINC000049544129,O=C(NCC(=O)N1CCCC1)C(=O)Nc1c(C)ccc(C(=O)[O-])c1,-7.354
ZINC000263212600,O=C([O-])CCC(NC(=O)c1n(C)cc(C(=O)N)c1)Cc1ccccc1,-7.354
ZINC000034928848,O=C([O-])CCc1c(-c2cc3OCOc3cc2)nn(-c2ccccc2)c1,-7.354
ZINC000000109764,O=C([O-])CC(NC(=O)Cc1ccccc1)c1cc(OC)c(OC)cc1,-7.354
ZINC000069815436,O=C([O-])C1C(N(Cc2cc(OC)ccc2)C(=O)CC1)c1cn(C)nc1,-7.354
ZINC000952876154,O=C([O-])C(NC(=O)CCC1(CCC#C)N=N1)C1COCCC1,-7.354
ZINC000067649179,O=C([O-])c1nn(CC(C)C)c2c1CC([NH+]1CC=CCC1)CC2,-7.353
ZINC000002687676,O=C(Nc1c(C)ccc(C)c1)C(CC)n1c(C(=O)[O-])c(C(=O)[O-])nn1,-7.352
ZINC000263072996,Clc1c(OC(C(=O)N2CC(C(=O)[O-])OCC2)C)ccc(F)c1,-7.352
ZINC000012443292,O=C([O-])CN1C(=[N+](Cc2ccccc2)C)N=C2N(C)C(=O)[N-]C(=O)C12,-7.352
ZINC000013257105,O=C([O-])CC(NC(=O)C1=CNC(=O)C=C1)c1cc(OC)c(OC)cc1,-7.352
ZINC000253413866,O=C([O-])C1C(C(=O)NCCCc2ccccc2)C[NH+](C(C)C)C1,-7.352
ZINC000262460883,O=C(CCOC1CCOCC1)N1C(C(=O)[O-])CC2C1CCCC2,-7.351
ZINC000065090356,O=[N+]([O-])c1c(N)ccc(NC(=O)CC([NH2+]CCCCC)C(=O)[O-])c1,-7.351
ZINC000128432285,O=C([O-])C(CNC(=O)C1OCCCC1)Cc1cc2c(cc1)cccc2,-7.351
ZINC000004760345,O=C([O-])C(NC(=O)c1ccccc1)=Cc1c(OC)c(C)c(OC)cc1,-7.351
ZINC000256047443,O=C([O-])c1c(N2CC[NH+](CCO)CC2)nn(-c2ccc(OC)cc2)n1,-7.350
ZINC000299773724,O=C([O-])CC1C(c2nnn(C)c2)C[NH+](CCOCc2ccccc2)C1,-7.350
ZINC000012443279,O=C([O-])CN1C(=[N+]2CC(C)CC(C)C2)N=C2N(C)C(=O)[N-]C(=O)C12,-7.350
ZINC000001614545,S(C(=O)c1ccccc1)CC(NC(=O)c1ccccc1)C(=O)[O-],-7.349
ZINC000225112884,O=C([O-])C(Oc1cc(OC)ccc1)Cc1c(OC)cc(OC)cc1,-7.349
ZINC000299792694,Fc1c(C)cc(C[NH+]2CC(CC(=O)[O-])C(c3nnn(C)c3)C2)cc1,-7.348
ZINC000005986257,O=C([O-])C1C(C(=O)N2CCN(c3ccc(OC)cc3)CC2)CCCC1,-7.348
ZINC000061720037,O=C(NCC(=O)NCC(C)C)C(=O)Nc1c(C)ccc(C(=O)[O-])c1,-7.348
ZINC000002560785,O=C(OCc1ccccc1)N(C(C(=O)[O-])CC(=O)OC(C)(C)C)C,-7.348
ZINC000091536776,O=C([O-])C1(CCOC)CN(Cc2[nH]c(CC3CCCC3)[nH+]c2)CCC1,-7.347
ZINC000005165215,O=C(NC(CCCN1C(=O)c2c(C1=O)cccc2)c1nnn[n-]1)C,-7.347
ZINC000426495586,O=C([O-])CC(NC(=O)c1c(C)n(CC=C)nc1C)CC(C)C,-7.347
ZINC000091625070,O=C(CN1C(=O)CCCC1)N1CC(Cc2cc(C(=O)[O-])ccc2)CC1,-7.346
ZINC000299742475,O=C(CN1C(=O)C(C)(C)NC1=O)N1C(C(=O)[O-])CC2C1CCCC2,-7.346
ZINC000097759251,O=C([O-])Cn1c(CN2C(=O)C=CC=C2)nc(CC2CC[NH+](C)CC2)n1,-7.346
ZINC000256047355,O=C([O-])c1c(N(Cc2ccccc2)C)nn(-c2ccc(CC)cc2)n1,-7.346
ZINC000001750403,O=C([O-])C(NC(=O)COc1cc2OC(=O)C=C(C)c2cc1)CCCC,-7.345
ZINC000095352624,O=C([O-])C(N(Cc1onc(C(C)C)n1)C)c1c(OCC)nccc1,-7.344
ZINC000299753245,O=C([O-])CCN(C(=O)c1nc(C)c(C#N)cc1)CC1OCCC1,-7.344
ZINC000256048274,O=C([O-])c1c(N(C)C2CCCCC2)nn(-c2c(OCC)cccc2)n1,-7.344
ZINC000000111574,O=[N+]([O-])c1cc(C(NC(=O)c2cc(OC)ccc2)CC(=O)[O-])ccc1,-7.344
ZINC000011693949,O=C([O-])CN1C(=[N+]2CC(C)OC(C)C2)N=C2N(C)C(=O)[N-]C(=O)C12,-7.344
ZINC000000106258,O=C([O-])CC(NC(=O)Cc1ccccc1)c1ccc(OC(C)C)cc1,-7.344
ZINC000069567456,O=C([O-])C1C(N(CCCOC)C(=O)CC1)c1c2OCCOc2ccc1,-7.343
ZINC000237280327,O=C([O-])CCCN(C(=O)C1C(=O)N(c2ccc(C)cc2)CC1)C,-7.343
ZINC000012443280,O=C([O-])CN1C(=[N+]2CC(C)CC(C)C2)N=C2N(C)C(=O)[N-]C(=O)C12,-7.343
ZINC000007342248,S(C(C(=O)[O-])=Cc1cc(OCC)c(O)cc1)c1[nH]c(CCC)nn1,-7.343
ZINC000097155649,O=C(N1CC(C(=O)[O-])CN(c2nc(N)[nH+]c(C)c2)CC1)c1[nH]ccc1,-7.343
ZINC000012997555,P(=O)([O-])([O-])C([NH2+]Cc1ccc(C)cc1)c1cc2OCCOc2cc1,-7.342
ZINC000062716207,S(C)C1N(C)C(=O)C(=CC(=O)[O-])C1C(=O)c1ccc(CC)cc1,-7.342
ZINC000095368969,O=C([O-])C(NC(=O)c1n(C)nc(CCC)c1)Cc1ccncc1,-7.341
ZINC000002983232,O=C([O-])C(NC(=O)C(NC(=O)C)Cc1ccccc1)CC(C)C,-7.341
ZINC000095097197,O=C([O-])Cc1c(-c2ccc(OCC)cc2)nc(N2CCCC2)s1,-7.341
ZINC000085397408,O=C([O-])Cc1c(-c2cc(OC)c(OC)cc2)nc(NC(=O)C)s1,-7.341
ZINC000256049025,O=C([O-])c1c(N(C)C2CCCCC2)nn(-c2c(C)c(C)ccc2)n1,-7.341
ZINC000015005374,O=C(NCCC(C)C)C=1C(=O)C(C(=O)NCC)=CN(CC(C)C)C=1,-7.341
ZINC000004090313,O=C([O-])C(NC(=O)CCN1C(=O)N2C(C1=O)Cc1c(cccc1)C2)C,-7.341
ZINC000237543057,O=C([O-])CCC1N(C(=O)COc2c(C)cccc2)CCCC1,-7.340
ZINC000061717855,O=C([O-])CCCCCNC(=O)CN1C(=O)C=CC(c2occc2)=N1,-7.340
ZINC000299751143,O=C([O-])CN(C(=O)C1C(C2CCCCC2)C1)C1CCOCC1,-7.339
ZINC000096069093,O=C(N1C(C(=O)[O-])CC([NH+]2CCOCC2)CC1)c1cc(C)c(C)cc1,-7.339
ZINC000095526539,O=C([O-])CC1N(C(=O)c2cn(C(C)C)nc2)CCc2c1cccc2,-7.339
ZINC000217552136,S(=O)(=O)(NCCCC)c1cc(C(=O)[O-])c(NC(CCC)C)cc1,-7.339
ZINC000236654782,O=C(N(CCC(=O)[O-])C1CCOCC1)C=C1CCC(C)CC1,-7.338
ZINC000256049005,O=C([O-])c1c(N2CC[NH+](CCO)CC2)nn(-c2c(CC)cccc2)n1,-7.338
ZINC000195529625,O=C([O-])C(NC(=O)c1noc2c1CCCC2)Cc1ccccc1,-7.337
ZINC000091877278,O=C([O-])C1(CCCOC)CN(Cc2oc(C)nn2)CCC1,-7.337
ZINC000002421927,O=C(NC(C(=O)[O-])Cc1ccccc1)NCCC1=CCCCC1,-7.337
ZINC000257332195,O=C([O-])CCc1nc(C)nc(C2N(C(=O)c3ncccc3)CCC2)c1,-7.337
ZINC000218968669,O=C([O-])COC1C(NC(=O)c2cc(C)c(OC)cc2)COCC1,-7.336
ZINC000020616023,O=C([O-])C=1n2nc3[nH+]c(C)cc(C)c3c2N=C(c2nn(CC)cc2)C=1,-7.336
ZINC000000104992,O=C([O-])CC(NC(=O)Cc1sccc1)c1ccc(OC(C)C)cc1,-7.336
ZINC000091425444,O=C(Cn1c(C)c(C)[nH+]c1)N1CC(C(=O)[O-])C(c2c(C)cccc2)C1,-7.335
ZINC000426498616,O=C(N(Cc1cc2OCOc2cc1)C)NCCCc1nnn[n-]1,-7.334
ZINC000096100118,O=C(N1C(C(=O)[O-])CC([NH+]2CCCC2)CC1)c1cc(OC)ccc1,-7.333
ZINC000670456224,O=C(N(CCCn1c(C)cc(C)n1)C)NC(C(=O)[O-])c1ccccc1,-7.333
ZINC000256047372,O=[N+]([O-])c1c(-n2nc(C(=O)[O-])c(N3CC[NH+](CC)CC3)n2)cccc1,-7.333
ZINC000256048335,O=[N+]([O-])c1c(-n2nc(N(C)C3CCCCC3)c(C(=O)[O-])n2)cccc1,-7.333
ZINC000067852220,O=C([O-])c1nn(CC(C)C)c2c1CC([NH2+]Cc1noc(C)c1)CC2,-7.333
ZINC000534588886,O=C([O-])CN1C(=O)C(C)N(Cc2[nH]nc(C(C)(C)C)c2)CC1,-7.332
ZINC000091906686,O=C(N1CC(C(=O)[O-])C(c2c(OC)cccc2)C1)c1cc(O)ccc1,-7.332
ZINC000049546246,O=C(NCC1[NH+](CC)CCC1)C(=O)Nc1c(C)ccc(C(=O)[O-])c1,-7.332
ZINC000096480554,O=C([O-])C(CNC(=O)c1occc1)Cc1cc2c(cc1)cccc2,-7.332
ZINC000012649180,O=C([O-])CCCC1CN(C(=O)OCc2ccccc2)CCC1,-7.332
ZINC000218905134,O=C([O-])COC1C(NC(=O)CCCCc2ccccc2)COCC1,-7.332
ZINC000055307991,O=C([O-])C([NH+](CC(=O)NCCCC)C)c1ccc(OC(C)C)cc1,-7.332
ZINC000034926473,O=C([O-])CN(CC(=O)NN1CC[NH+](C)CC1)c1ccc(OC)cc1,-7.331
ZINC000256048683,O=C([O-])c1c(N2CC[NH+](CCO)CC2)nn(-c2cc(C)c(C)cc2)n1,-7.331
ZINC000226750884,O=C([O-])CC(CC(=O)N1CC(C)CC(C)C1)c1ccc(OC)cc1,-7.331
ZINC000256046440,O=C([O-])c1c(N2C(CC)CCCC2)nn(-c2c(C)ccc(C)c2)n1,-7.331
ZINC000092022732,O=C([O-])C1C(c2c(OC)c(OC)ccc2)CN(Cc2n(C)cc[nH+]2)C1,-7.331
ZINC000217595605,S(=O)(=O)(NCCCO)c1cc(C(=O)[O-])c(NC(CCC)C)cc1,-7.331
ZINC000046087496,O=C([O-])C1C(C(=O)N2CC(c3onc(C(C)C)n3)CCC2)CCCC1,-7.331
ZINC000085397416,O=C(Nc1sc(CC(=O)[O-])c(-c2ccc(OCC)cc2)n1)C(C)C,-7.331
ZINC000095969630,O=C(CCCc1onc(C(C)(C)C)n1)N1C(C(=O)[O-])CCCC1,-7.330
ZINC000097301345,O=C([O-])CCC1[NH+](Cc2ccc(Cn3nccc3)cc2)CCCC1,-7.330
ZINC000004689400,O=C(NC(CC(=O)[O-])c1cc(OC)c(OC)cc1)Nc1ccccc1,-7.330
ZINC000067868303,O=C([O-])c1nn(CC(C)C)c2c1CC([NH+]1CCCCCC1)CC2,-7.330
ZINC000237995253,O=C([O-])C(NC(=O)C1CN(C(=O)C1)C1CCCC1)Cc1ccccc1,-7.330
ZINC000091452780,Fc1cc(C2C(C(=O)[O-])CN(C(=O)c3n[nH]c(C4CC4)c3)C2)ccc1,-7.329
ZINC000006908427,O=C(C(C)N1C(=O)Nc2c(C1=O)cccc2)N1C(C(=O)[O-])CCC1,-7.328
ZINC000004978335,O=C(Nc1cc2c(cc1)cccc2)C(NCc1occc1)CC(=O)[O-],-7.328
ZINC000409238830,O=[N+]([O-])c1ccc(N=Cc2c(OC(C(=O)[O-])C)c(OC)ccc2)cc1,-7.328
ZINC000217463799,S(=O)(=O)(NCCCO)c1c(NC(COC)C)ccc(C(=O)[O-])c1,-7.328
