ZincID,Smiles,S
ZINC000038022656,O=C([O-])CCN(C(=O)C1CN(C(=O)C1)C1CCCC1)CC,-6.964
ZINC000262733658,Clc1c(OC(C(=O)N2CC(CC(=O)[O-])OCC2)C)ccc(F)c1,-6.964
ZINC000095031185,O=C([O-])CCC1N(C(=O)CC2OCCCC2)CCCC1,-6.964
ZINC000012086723,O=C([O-])C(C)N1C(=O)CCC2(Oc3c(C(=O)C2)cc(C)cc3)CC1,-6.964
ZINC000072408499,O=C([O-])CCc1nn2c(c1)CN(C(=O)CCc1[nH]c(N)nn1)CCC2,-6.964
ZINC000178137216,O=C([O-])CN(C(=O)c1c(C)ncs1)CCc1ccccc1,-6.964
ZINC000072411211,O=C([O-])C1(Oc2c(C)nc(C)cc2)CC[NH+](Cc2n[nH]c(C)c2)CC1,-6.964
ZINC000409232637,O=C([O-])C(Oc1c(OC)cccc1C=C1C(=O)NC(=O)[N-]C1=O)C,-6.964
ZINC000055166734,O=C(NCCCc1nnn[n-]1)C1N(C(=O)C2CCCCC2)CCC1,-6.964
ZINC000299745442,O=C(NC(CC(=O)N1CC(C(=O)[O-])CC1)c1ccc(OC)cc1)C,-6.964
ZINC000268944279,O=C([O-])C1C(C(=O)N2CC(COCc3ccccc3)CC2)C1,-6.964
ZINC000096480174,O=C(N1C(C(=O)[O-])c2c(cccc2)CC1)c1nn(C)c(C(C)C)c1,-6.964
ZINC000237186220,O=C([O-])CCC1N(C(=O)CCc2ccc(OC)cc2)CCCC1,-6.964
ZINC000097551318,O=C([O-])C1CN(C(=O)C2CC=CC2)CCN(c2nc(N)ccn2)C1,-6.964
ZINC000095383924,O=C(CCN1CCOCC1)N1CC(c2cc(C(=O)[O-])ccc2)CCC1,-6.964
ZINC000034926870,Clc1c(NC(=O)CC2C(=O)NC(=S)S2)cc(C(=O)[O-])cc1,-6.964
ZINC000034161806,O=C(OC(C)(C)C)NC(C(=O)[O-])Cc1c2c(n(C)c1)cccc2,-6.964
ZINC000170044553,O=C([O-])CCC(NC(=O)c1c(C)n(-c2ccccc2)nc1)(C)C,-6.964
ZINC000195552006,O=C([O-])C(CN(C(=O)CC1c2c(cccc2)CC1)C1CC1)C,-6.963
ZINC000004241391,O(C(C)(C)C)C(=O)N1C(C(=O)[O-])CC(Cc2ccc(C)cc2)C1,-6.963
ZINC000263090430,O=C(NCC1OC(C(=O)N(C)C)CC1)N1CC(C(=O)[O-])CC(C)C1,-6.963
ZINC000006624126,O=C([O-])C(Nc1ncnc2[nH]cnc12)Cc1c2c([nH]c1)cccc2,-6.963
ZINC000002571341,O=C(OCc1ccccc1)NC(C(=O)NCC(=O)NCC(=O)[O-])C,-6.963
ZINC000238076329,O=C([O-])CCN(C(=O)c1c2c(oc1)cccc2)C1CCOCC1,-6.963
ZINC000005906706,Clc1c(OCC)ccc(C=C(Sc2[nH]c(C)nn2)C(=O)[O-])c1,-6.963
ZINC000002041812,O=C([O-])C(NC(=O)C1CCCCC1)Cc1c(OC)cc(OC)c(C)c1,-6.963
ZINC000029896688,S(=O)([O-])(=Nc1c(C)cccc1)c1cc(C(=O)NCCC)c(C)cc1,-6.963
ZINC000096480298,O=C([O-])C(C(NC(=O)CCc1oc(C)cc1)c1ccccc1)C,-6.963
ZINC000004822099,Fc1ccc(C(=O)C=C(Nc2cc3NC(=O)Nc3cc2)C(=O)[O-])cc1,-6.963
ZINC000031976135,Fc1ccc(-c2c(CC(=O)[O-])sc(NC(=O)C(C)C)n2)cc1,-6.963
ZINC000002522593,O=C([O-])C(NC(=O)C(NC(=O)C[NH3+])CC(C)C)Cc1ccccc1,-6.963
ZINC000256046300,Fc1ccc(-n2nc(C(=O)[O-])c(N3CC[NH+](CC)CC3)n2)cc1,-6.963
ZINC000217656973,S(=O)(=O)(NC(CCC)C)c1cc(C(=O)[O-])c(NC2CC2)cc1,-6.963
ZINC000097759426,O=C([O-])Cn1c(Cn2ncc3c2cccc3)nc(C2COCC2)n1,-6.963
ZINC000072238977,S(=O)([O-])(=Nc1c(OC)ccc(C)c1)c1cn(-c2ncccc2)nc1,-6.963
ZINC000237616539,O=C([O-])C(CN(C(=O)C1OCCc2c1cccc2)C1CC1)C,-6.963
ZINC000012648663,O=C(OC(C)(C)C)NCC(C(=O)[O-])Cc1cc(OC)ccc1,-6.963
ZINC000097654001,O=C([O-])c1ncc2n(CC)cc(CN(CC3[NH+](C)CCC3)C)c2c1,-6.963
ZINC000037588796,O=C([O-])CN(C(=O)CN1C(=O)NC(=O)C=C1)C1CC1,-6.963
ZINC000095500084,O=C(N1C(C(=O)[O-])Cc2[nH]cnc2C1)c1onc(CC(C)C)c1,-6.963
ZINC000073754361,O=C(Nc1cc(C)ccc1)C(C#N)=Cc1cc(OCC(=O)[O-])ccc1,-6.963
ZINC000072410125,O=C([O-])c1cnc(N2CC(c3n(C)c(C[NH+](C)C)nn3)CCC2)cc1,-6.963
ZINC000006760592,O=C(CCCN1C(=O)c2c(N=N1)cccc2)N1CCC(C(=O)[O-])CC1,-6.963
ZINC000100187128,O=C(N(CC)CC)C(NC(=O)c1ccccc1)=CNc1ncccn1,-6.963
ZINC000071721301,O=C([O-])C1(Cc2cc(OC)ccc2)CCN(c2nc(N)ccn2)CC1,-6.963
ZINC000071738460,O=C([O-])C1C[NH+](Cc2cc(O)ccc2)CC(C(=O)N2CCOCC2)C1,-6.963
ZINC000663129612,O=C(CCCc1c2c([nH]c1)cccc2)N1CC2(C(=O)[O-])C(C1)COC2,-6.963
ZINC000226856577,S(=O)(=O)(N1C(CC)CCCC1)c1cc(C(=O)[O-])c(OC)cc1,-6.963
ZINC000001742588,O=C([O-])COc1c(-c2nc(OC)cc(OC)n2)sc2c1cccc2,-6.963
ZINC000299743172,O=C([O-])CN(C(=O)Cc1cc2OCCOc2cc1)C1CC1,-6.963
ZINC000262964484,O=C(N1CC(C(=O)[O-])OCC1)c1ccc(C2(C)C(=O)NC(=O)N2)cc1,-6.963
ZINC000000099999,O=C([O-])CC(NC(=O)c1occc1)c1cc(OC)c(OCC)cc1,-6.962
ZINC000072168611,Fc1cnc(N2CCC3(CN(C(=O)C)C(C(=O)[O-])C3)CC2)nc1,-6.962
ZINC000040449971,Fc1ccc(Cn2c3c(c(C(=O)[O-])c2)cc(C(=O)OC)nc3)cc1,-6.962
ZINC000032947040,O=C(Nc1c(N2CCN(C(=O)OCC)CC2)ccc(C(=O)[O-])c1)CC,-6.962
ZINC000225963618,O=[N+]([O-])c1ccc(C2=NN(CC#N)C(=O)C(C(=O)[O-])=C2)cc1,-6.962
ZINC000067895349,O=C([O-])c1nn(CC)c2c1CN(C(=O)c1c(C)oc(C(C)C)c1)CC2,-6.962
ZINC000067908094,O=C([O-])c1c(C[NH+](Cc2cc3c([nH]cc3)cc2)C2CC2)nccc1,-6.962
ZINC000055107949,O=C(Nc1c(-c2nnn[n-]2)cccc1)C(Oc1c(C)ccc(C)c1)C,-6.962
ZINC000216332745,O=C([O-])CN(C)c1ncc(C[NH+]2CCC(C(O)C(C)C)CC2)cn1,-6.962
ZINC000409232640,O=C([O-])C(Oc1c(OC)cccc1C=C1C(=O)NC(=O)[N-]C1=O)C,-6.962
ZINC000004083777,O=C([O-])C(NC(=O)C1CCN(C(=O)C([NH3+])CC(C)C)CC1)C(C)C,-6.962
ZINC000002511971,O=C(OCc1ccccc1)NC(CC(=O)[O-])c1cc(OC)ccc1,-6.962
ZINC000006669368,O=C(NCc1ccccc1)C(=O)Nc1c(C(=O)[O-])c2c(s1)CCC2,-6.962
ZINC000072477270,O=C([O-])CCc1nn2c(c1)CN(C(C(=O)N1CCCC1)C)CCC2,-6.962
ZINC001704333705,O=C([O-])c1c(-c2ccccc2)onc1NCC(CC)[NH+]1CCOCC1,-6.962
ZINC000009118004,O=C([O-])c1c2c(n(Cc3cnccc3)nc2)nc(-c2cnccc2)c1,-6.962
ZINC000262406138,O=C([O-])CC1OCCN(C(=O)Cc2c(C)n(CC(C)C)nc2C)C1,-6.962
ZINC000034926510,Fc1cc(CCNC(=O)CN(CC(=O)[O-])c2ccccc2)ccc1,-6.962
ZINC000268939116,O=C([O-])CN(C(=O)c1ccc(N2C(=O)NCC2)cc1)C1CC1,-6.962
ZINC000649249251,O=C([O-])C(CNC(=O)C1C(C(C)C)CCO1)(C)c1ccccc1,-6.962
ZINC000000314757,O=C([O-])C(Nc1ncnc2sc(C)c(C)c12)Cc1ccccc1,-6.962
ZINC000655597614,O=C([O-])C(NC(=O)Cc1[nH+]c2n(c1)CCCC2)Cc1ccncc1,-6.962
ZINC000426478004,O=C([O-])C(NC(=O)N1CC(Oc2cc(C)ccc2)C1)Cc1[nH]cnc1,-6.962
ZINC000257319886,O=C([O-])c1cc(C[NH+]2CC(c3[nH]c(C[NH+](C)C)cn3)CC2)ccc1,-6.962
ZINC000095101331,O=C(OC(C)C)C1C(O)(C)Cc2[nH]nc(O)c2C1c1ccc(C)cc1,-6.962
ZINC000036569382,O=C([O-])C(Nc1ncnc2[nH]cnc12)Cc1c2c([nH]c1)cccc2,-6.962
ZINC000000544757,Clc1c(S(=O)(=O)N(C)C)cc(C(=O)[O-])c(N2CCCCC2)c1,-6.962
ZINC000299751291,O=C(CCC1OC(C)CC1)N1C(C(=O)[O-])CC2C1CCCC2,-6.962
ZINC000097425614,O=C([O-])Cn1c(C2Oc3c(cccc3)C2)nc(C2CCCC2)n1,-6.962
ZINC000002482652,O=C([O-])C([NH2+]CC1OCCC1)CC(=O)Nc1ccc(N(C)C)cc1,-6.961
ZINC000059435061,O=C([O-])c1cc(NC(=O)c2ccc(N3C(=O)CCC3=O)cc2)ccc1,-6.961
ZINC000084810970,O=C([O-])C1(NC(=O)C2=COc3c(OCC)cccc3C2)CCCCC1,-6.961
ZINC000004939656,O=C([O-])C([NH2+]Cc1ccccc1)CC(=O)Nc1c(CC)cccc1C,-6.961
ZINC000237374570,O=C([O-])CCC1CN(C(=O)CCc2cc(OC)ccc2)CCC1,-6.961
ZINC000001672633,Clc1ccc(C(=O)CCC(NC(=O)C)(C(=O)[O-])C(=O)[O-])cc1,-6.961
ZINC000262866093,O=C([O-])CC1N(C(=O)c2cc(C3COCC3)ccc2)CCC1,-6.961
ZINC000072170231,O=C(NCCC1=NNC(=O)N1)CC1N(CCC(C)C)CCNC1=O,-6.961
ZINC000262814288,O=C([O-])COc1c(C)cc(C(=O)NCC2CC(C)OCC2)cc1C,-6.961
ZINC000225157045,S(=O)(=O)(N(C(C(=O)[O-])Cc1ccc(CC)cc1)C)c1ccccc1,-6.961
ZINC000000044639,O=C(OCC)COc1cc([O-])c2C(=O)C=C(c3ccccc3)Oc2c1,-6.961
ZINC000328594922,O=C(C=Cc1c(OC)cc(OC)cc1)N1CC(C(=O)[O-])OCC1,-6.961
ZINC000043583692,O=C([O-])CCC1CN(C(=O)C=Cc2occc2)CCC1,-6.961
ZINC000299772468,O=C([O-])CC1C(c2nnn(C)c2)C[NH+](CCN2CCOCC2)C1,-6.961
ZINC000274026577,O=C([O-])CC[NH+](CC(=O)N1CC[NH+](Cc2cc(C)ccc2)CC1)C,-6.961
ZINC000095749129,O=C(OC(C)(C)C)NC(C(=O)[O-])CCc1cc(OC)ccc1,-6.961
ZINC000244758128,O=C(CN(Cc1ccncc1)C)N1Cc2c(C(=O)[O-])n[nH]c2CC1,-6.961
ZINC000262706665,O=C(N1C(C(=O)[O-])CCC1)c1cn(Cc2ccc(OC)cc2)nc1,-6.961
ZINC000085397385,Fc1c(C)cc(-c2c(CC(=O)[O-])sc(NC(=O)CC)n2)cc1,-6.961
ZINC000017067231,O=C([O-])C1C(C(=O)Nc2ccc(Cn3ncnc3)cc2)CCCC1,-6.961
ZINC000532601949,O=C([O-])CN(C(=O)Cc1c2c([nH]c1)ccc(OC)c2)C1CCOCC1,-6.961
ZINC000075876643,O=C([O-])c1c(-c2ccc(OC)cc2)nc(N2CCCC2)nc1,-6.961
ZINC000222826845,O=C(N1C(C(=O)[O-])Cc2[nH]cnc2C1)c1cc(-c2occc2)ccc1,-6.961
ZINC000262935138,O=C([O-])C1OCCN(C(=O)C2CN(Cc3occc3)C(=O)C2)C1,-6.961
ZINC000002183433,O=C(N(CC)CC)C(N(C#N)c1nc(NC(C)C)nc(NCC)n1)C,-6.961
ZINC000075572756,O=C([O-])CC(NC(=O)C1=CC(=O)N(C)C=C1)c1ccc(OC)cc1,-6.961
ZINC000226856835,S(=O)(=O)(Oc1c(C)cccc1)c1cc(C(=O)[O-])c(OC)cc1,-6.961
ZINC000268944219,O=C([O-])CN(C(=O)c1cc2NC(=O)C(C)Sc2cc1)C1CC1,-6.961
ZINC000013169836,O=C(Nc1c(C)ccc(C(=O)[O-])c1)COc1ccc(CC)cc1,-6.961
ZINC000034926893,S=C1SC(CC(=O)Nc2c(C)ccc(C(=O)[O-])c2)C(=O)N1,-6.961
ZINC000225450415,Fc1ccc(C(NC(=O)c2oc3c(nc(C)cc3)c2)CC(=O)[O-])cc1,-6.961
ZINC000067641037,O=C([O-])c1nn(CC)c2c1CC([NH2+]CC1CCOCC1)CC2,-6.961
ZINC000237082799,O=C([O-])COc1c(C)cc(C(=O)N(C)c2ccc(C)cc2)cc1C,-6.961
ZINC000014632521,Fc1c(F)ccc(OC2CN(C(OC(C)(C)C)=O)C(C(=O)[O-])C2)c1,-6.960
ZINC000237987606,O=C([O-])CCC1N(C(=O)CN2N=CC(=O)c3c2cccc3)CCCC1,-6.960
ZINC000256047092,O=C([O-])c1c(N2C(CC)CCCC2)nn(-c2ccc(OCC)cc2)n1,-6.960
ZINC000299747325,Clc1c(-c2[nH]nc(C(=O)N3CC(C(=O)[O-])OCC3)c2)cccc1,-6.960
ZINC000004029964,O=C([O-])CNC(=O)COc1c2c(OC(=O)C3=C2CCC3)cc(C)c1,-6.960
ZINC000256047426,O=C([O-])c1c(N2CC[NH+](CC)CC2)nn(-c2c(C)cccc2)n1,-6.960
ZINC000225476062,O=C([O-])C[NH+](Cc1nc(C)ccc1)Cc1nc(C)ccc1,-6.960
ZINC000096313973,O=C([O-])C(Oc1cc(C=CC(=O)c2cn(CC)nc2)ccc1)C,-6.960
ZINC000065449519,Clc1c(C(NC(=O)c2c(C)n(C)nc2)CC(=O)[O-])cccc1,-6.960
ZINC000072265383,S(=O)([O-])(=Nc1sc(C)c(C)n1)c1cc(COC(C)C)ccc1,-6.960
ZINC000214860403,S(C(C(=O)[O-])=Cc1ccc([N+](=O)[O-])cc1)c1oc(CC)nn1,-6.960
ZINC000299782706,O=C([O-])CC1(c2ccc(OC)cc2)C(=O)N(CCC(C)C)C(=O)C1,-6.960
ZINC000004723952,O=C([O-])COc1c(OCC)cccc1C=C1C(=O)NC(=O)[N-]C1=O,-6.960
ZINC000013016436,P(=O)([O-])([O-])C([NH2+]CCc1scc(C)n1)c1cc(C#N)ccc1,-6.960
ZINC000022065766,S(CC(NC(=O)c1cc(N)ccc1)C(=O)[O-])c1ccccc1,-6.960
ZINC000256048966,O=C([O-])c1c(N2C(CC)CCCC2)nn(-c2c(C)cccc2)n1,-6.960
ZINC001704311476,Clc1ccc(-c2c(C(=O)[O-])c(NCC3(C)C[NH+](C)CC3)no2)cc1,-6.960
ZINC000237301625,O=C(N(CC(=O)N1CCC(C(=O)[O-])CC1)C)CCCc1ccccc1,-6.960
ZINC000262823824,O=C(N1CCN(C(=O)C2(C(=O)[O-])CC2)CC1)c1cc2OCOc2cc1,-6.960
ZINC000001621254,O=C(NCCCCCC)C(NCc1ccccc1)CC(=O)[O-],-6.960
ZINC000028631470,S(NC(C(=O)[O-])CC(=O)OC(C)(C)C)c1c([N+](=O)[O-])cccn1,-6.960
ZINC000257216840,O=C([O-])COc1c(CN2CC3OCC(=O)NC3C2)cccc1,-6.960
ZINC000097179467,O=C([O-])Cn1c(-c2noc3c2CCCC3)nc(-c2ccncc2)n1,-6.960
ZINC000224979903,O=C([O-])c1cc(C[NH+]2CCN(c3ccccc3)CC2)c(OCC)cc1,-6.960
ZINC000237579202,O=C([O-])C(CN(C(=O)c1ccc(N2C(=O)CCCC2)cc1)C)C,-6.960
ZINC000257279222,O=C([O-])CCCC(=O)N1CC(O)C(CC2=Cn3c([nH+]cc3)C=C2)C1,-6.960
ZINC000257198255,O=C([O-])CN1C(=O)C(C(=O)NCc2ccccc2)=CC=C1,-6.960
ZINC000007342305,S(C(C(=O)[O-])=Cc1c(C)cc(OC)cc1)c1[nH]c(CCC)nn1,-6.960
ZINC000225127406,O=[N+]([O-])c1cc(CC(OCc2ccccc2)C(=O)[O-])ccc1,-6.960
ZINC000080758243,S(=O)(=O)(N1CC(COc2ccccc2)CCC1)c1ncn(CC)c1,-6.960
ZINC000072328146,S(CC(=O)[O-])c1n(CC)c(CC(=O)Nc2c(C)cc(C)cc2)nn1,-6.960
ZINC000237330753,O=C([O-])c1c(OC)ccc(CNC(=O)c2n[nH]c(C3CC3)c2)c1,-6.960
ZINC000071284771,O=C(NC(C)C)c1cc(NC(=O)C2C(C)(C)C2C(=O)[O-])ccc1,-6.960
ZINC000263361654,O=C([O-])C(NC(=O)c1cc(C2COCC2)ccc1)C1COCCC1,-6.960
ZINC000071979622,O=[N+]([O-])c1ccc(N2C(C(=O)[O-])(C)CC(C(=O)OCC)=N2)cc1,-6.959
ZINC000263191401,O=C([O-])CC1N(C(=O)CCCOc2c(C)cccc2)CC(OC)C1,-6.959
ZINC000005000363,O=C([O-])c1c(-c2cc3OCCOc3cc2)nn(CCC#N)c1,-6.959
ZINC000095989876,O=C([O-])C(CNC(=O)C(CCC)C)Cc1c(OC)cccc1,-6.959
ZINC000082138532,O=C([O-])C1(Oc2c(OC)cccc2)CCN(c2cc(C)[nH+]cc2)CC1,-6.959
ZINC000106714350,O=C([O-])C(CC(=O)Nc1ccccc1)CN1CC[NH+](C)CCC1,-6.959
ZINC000097698768,O=C([O-])CCn1ncc(C[NH+]2CC(O)(c3ccccc3)CC2)c1,-6.959
ZINC000649239843,O=C([O-])CCN(C(=O)C1C(C)CC(C)O1)Cc1ccccc1,-6.959
ZINC000003010482,O=C(NCC(=O)[O-])C(NC(=O)C1NC(=O)CC1)Cc1[nH]cnc1,-6.959
ZINC000032938044,O=C(NCc1c(OC)cccc1)NCc1cc(C(=O)[O-])c(OC)cc1,-6.959
ZINC000216934813,O=[N+]([O-])c1c(OCC(=O)n2c3c(c(C(=O)[O-])c2)cccc3)cccc1,-6.959
ZINC000262787235,O=C([O-])c1oc(CNC(=O)C=2C=C(CC(C)C)NC(=O)C=2)cc1,-6.959
ZINC000585143209,O=C(OCc1ccccc1)NC(C(=O)[O-])CC(=O)N1CCCC1,-6.959
ZINC000124053343,O=C(N(CC(C)c1nnn[n-]1)C)CCc1c2c([nH]c1)ccc(C)c2,-6.959
ZINC000263283378,O=C([O-])C1N(C(=O)C2CN(c3ccc(OC)cc3)C(=O)C2)CCC1,-6.959
ZINC000119904466,O=C([O-])C(C(NC(=O)CN1C(=O)CCC1)c1ccccc1)C,-6.959
ZINC000078556607,S(=O)([O-])(=NC(=O)c1c(C)onc1CC)N1Cc2c(cccc2)CC1,-6.959
ZINC000124053343,O=C(N(CC(C)c1nnn[n-]1)C)CCc1c2c([nH]c1)ccc(C)c2,-6.959
ZINC000006556986,O=C(Nc1cc(C)ccc1)C(Cc1cc(OC)ccc1)c1nnn[n-]1,-6.959
ZINC000072164344,O=C(NCCCc1nnn[n-]1)c1nnn(CC2OCCC2)c1,-6.959
ZINC000010336999,O=C([O-])CN1N=C(C)Cn2c1nc1N(C)C(=O)N(CC=CC)C(=O)c21,-6.959
ZINC000003000052,S(CCC(NC(=O)c1c(C)oc(-c2ccccc2)c1)C(=O)[O-])C,-6.959
ZINC000007603780,S(C(C(=O)[O-])=Cc1ccc(OCC#N)cc1)c1oc(C)nn1,-6.959
ZINC000271923289,O=C(N1CC(C(=O)[O-])(C)CC1)c1oc(Oc2ccccc2)cc1,-6.959
ZINC000409013134,O=C([O-])C(Oc1c(OC)cc(C=Nc2cc3OCOc3cc2)cc1)C,-6.959
ZINC000072412511,O=C([O-])c1cc(-c2nc(N(CCC3(O)CCCC3)C)ncc2)ncc1,-6.959
ZINC000426491361,O=C([O-])CC1(NC(=O)CCCN2C(=O)CCCC2)CCCCC1,-6.959
ZINC000119007240,O=C([O-])C1(C(=O)N2CC(OCCCc3ccccc3)CC2)CC1,-6.959
ZINC000095969538,O=C(NC1(C(=O)[O-])CCCCC1)CCc1onc(C2CC2)n1,-6.959
ZINC000072417756,O=C([O-])C1(Oc2cc3c(cc2)CCC3)CC[NH+](Cc2nc[nH]c2)CC1,-6.959
ZINC000072220425,O=C([O-])c1c(Cc2onc(C(C)C)n2)c(-c2ccccc2)[nH]n1,-6.959
ZINC000003886699,O=C([O-])c1c(OCC)ccc(CN2C(=O)c3c(C2=O)cccc3)c1,-6.958
ZINC000324280951,O=C(Nc1ccc(-c2ccccc2)cc1)N1C(C(=O)[O-])CC(O)C1,-6.958
ZINC000002556758,S(NC(C(=O)[O-])COC(C)(C)C)c1c([N+](=O)[O-])cccc1,-6.958
ZINC000013171004,O=C(COc1c(OC)cc(CC=C)cc1)N1CC(C(=O)[O-])CCC1,-6.958
ZINC000016374637,S(C(C(=O)Nc1ccc(NC(=O)C)cc1)C)c1n(C2CC2)nnn1,-6.958
ZINC000003623313,O=C([O-])CC(NC(=O)c1cc(C)ccc1)c1ccc(OC)cc1,-6.958
ZINC000000117225,Clc1ccc(C(NC(=O)c2ccc(OC)cc2)CC(=O)[O-])cc1,-6.958
ZINC000091756975,O=C(C)N1C(C(=O)[O-])CC2(C1)CC[NH+](Cc1cn(CC=C)nc1)CC2,-6.958
ZINC000000070014,O=C([O-])C1C(N(CCC)C(=O)c2c1cccc2)c1ccc(OC)cc1,-6.958
ZINC000004599803,O=C(Nc1c(C(=O)[O-])cc(OC)c(OC)c1)COc1c(C)cccc1,-6.958
ZINC000000408700,S(CC(=O)Nc1scc(CC(=O)[O-])n1)Cc1occc1,-6.958
ZINC000263021077,O=C([O-])CCC1CN(C(=O)c2cnc(C(=O)NC)cc2)CCC1,-6.958
ZINC000263528194,O=C(NC1C(OC)CCCC1)CCc1c(C(=O)[O-])cccc1,-6.958
ZINC000244795841,O=C([O-])C1[NH+](Cc2n[nH]c(CC)c2)CCN(c2ncccn2)C1,-6.958
ZINC000237921991,Clc1cnc(N2CCC(C(=O)NC3(C(=O)[O-])CC3)CC2)cc1,-6.958
ZINC000585134257,O=C([O-])C(NC(=O)C1OCCOC1)Cc1c2c(ccc1)cccc2,-6.958
ZINC000000303273,Clc1c(OCC(O)CNC(=O)c2c(C(=O)[O-])cccc2)cccc1,-6.958
ZINC000299750038,Clc1cc(-n2ncc(C(=O)N3C(C(=O)[O-])COCC3)c2)ccc1,-6.958
ZINC000217514518,S(=O)(=O)(NCCCCC)c1c(NC(CC)C)ccc(C(=O)[O-])c1,-6.958
ZINC000633138234,O=C([O-])c1c(O)ccc(NC(=O)C2C3(C2)CCOCC3)c1,-6.958
ZINC000091649915,O=C(N1CC2(C(=O)[O-])C(C[NH+](CC=C)C2)C1)c1c(C)cc(OC)cc1,-6.958
ZINC000012523021,P(=O)([O-])([O-])C(Nc1ccc(C)cc1)c1ccc(OC)cc1,-6.958
ZINC000226750118,O=C([O-])CC(CC(=O)Nc1cc2OCCOc2cc1)c1ccccc1,-6.958
ZINC000426477985,O=C([O-])c1cc(OC)cc(C(=O)NC2C([NH+]3CCCCC3)COC2)c1,-6.958
ZINC000222826787,O=C(N1C(C(=O)[O-])Cc2[nH]cnc2C1)c1cc(-c2occc2)ccc1,-6.958
ZINC000238075623,O=C([O-])CCN(C(=O)c1c2[nH]ccc2ccc1)C1CCOCC1,-6.958
ZINC000015443373,O=[N+]([O-])c1c(N2CCC(C(=O)OCC)CC2)c(C(=O)[O-])ccc1,-6.958
ZINC000000474118,Brc1cc(F)c(NC(=O)C2C(C(=O)[O-])CCCC2)cc1,-6.958
ZINC000268943634,O=C(CN1C(=O)NC(=O)C=C1)N1C(C(=O)[O-])CC2C1CCCC2,-6.958
ZINC000256048544,Clc1c(-n2nc(C(=O)[O-])c(N3CC[NH+](CC)CC3)n2)cccc1,-6.958
ZINC000091381485,O=C([O-])C12C(CN(C(=O)C3CCC3)C1)CN(Cc1ncccn1)C2,-6.958
ZINC000268978379,O=C([O-])C1N(C(=O)C2CN(Cc3ccccc3)C(=O)C2)CCOC1,-6.958
ZINC000257251734,S(=O)(=O)(N(C)C)N1CC(Oc2cc(C(=O)[O-])ccc2)C(O)C1,-6.957
ZINC000071979621,O=[N+]([O-])c1ccc(N2C(C(=O)[O-])(C)CC(C(=O)OCC)=N2)cc1,-6.957
ZINC000583650533,O=C(CCCn1nc(-c2ccccc2)nn1)N1CC(C(=O)[O-])OCC1,-6.957
ZINC000091876724,O=C(C)N1C(C(=O)[O-])CC2(C1)CC[NH+](Cc1c(OC)cccc1)CC2,-6.957
ZINC000000069993,O=C([O-])C1C(C(=O)Nc2cc3OCOc3cc2)CC(C)=C(C)C1,-6.957
ZINC000006742136,Clc1ccc(C[NH+]2CCN(C(=O)CC(CC(=O)[O-])C)CC2)cc1,-6.957
ZINC000030766047,O=C(N(C)C)CCc1cc(NC(=O)C2C(C(=O)[O-])CCCC2)ccc1,-6.957
ZINC000013260571,O=C([O-])C1CN(C(=O)C2CN(CCc3ccccc3)C(=O)C2)CCC1,-6.957
ZINC000067742598,O=C([O-])C(NC(=O)c1n[nH]c2c1cccc2)c1c(C)[nH]nc1C,-6.957
ZINC000195541828,O=C(NC1C(C(=O)[O-])CCC1)c1ccc(-n2c(C)cc(C)n2)cc1,-6.957
ZINC000072430407,O=C(N1CC2(C(=O)[O-])C(C(=O)NC2)C1)c1n(CC)nc(CC(C)C)c1,-6.957
ZINC000007342535,S(C(C(=O)[O-])=Cc1c(C)n(C)c(C)c1)c1[nH]c(CC)nn1,-6.957
ZINC000331108685,O=C(CCc1onc(C(C)(C)C)n1)N1CC(C(=O)[O-])OCC1,-6.957
ZINC000217539369,S(=O)(=O)(NCC)c1cc(C(=O)[O-])c(NCc2ccccc2)cc1,-6.957
ZINC000218564220,O=C(Nc1nnn[n-]1)C=1C(=O)N(CCOC)C(C)=CC=1C,-6.957
ZINC000408631425,S(C(C(=O)[O-])=Cc1c2c(n(C)c1)cccc2)c1oc(CC)nn1,-6.957
ZINC000262970047,O=C(Nc1cc(-c2nn(C)cn2)ccc1)NC1CCC(C(=O)[O-])CC1,-6.957
ZINC000013389710,Fc1c(CCC(=O)NC(CC(=O)[O-])c2sccc2)cccc1,-6.957
ZINC000096151636,O=C([O-])c1cc(-n2c(C3COCC3)nc(C3CCOCC3)n2)ccc1,-6.957
ZINC000299793680,O=C([O-])CC1C(c2[nH]nnc2)CN(c2snc(N(C)C)n2)C1,-6.957
ZINC000067473449,O=C([O-])c1nn(CCC)c2c1CC([NH+](Cc1nc(C)sc1)C)CC2,-6.957
ZINC000002488762,S(CC(=O)Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1)c1n(C)cnn1,-6.957
ZINC000006556777,O=C(Nc1ccc(C)cc1)C(Cc1c(OC)cccc1)c1nnn[n-]1,-6.957
ZINC000072162320,O=C([O-])c1c(C2CN(C(=O)c3cnc(NC)nc3)CC2)cccc1,-6.957
ZINC000237468132,O=C([O-])C(CN(C(=O)c1n[nH]c(C2CC2)c1)C1CC1)C,-6.957
ZINC000014838878,O=C(Nc1ccc(NC(=O)C2C(C(=O)[O-])CCCC2)cc1)CCC,-6.957
ZINC000216994254,O=C(NC1CC1)CN1CC(O)C[NH+](Cc2c(C(=O)[O-])cccc2)CC1,-6.957
ZINC000244724721,Clc1cc(CN(C(C)c2onc(C)n2)C)c(OCC(=O)[O-])cc1,-6.957
